context_id,input_query,s3_path,environment_original,weather_condition_original,visibility_original,vehicle_type_original,vehicle_count_original,region_original,pavement_color_original,truck_count_original,truck_color_original,vehicle_color_original,image_angle_original,objects_of_interest_original,mask,s3_lora_uri,lora_trigger_word,split
6626a1d1-d540-4b05-860e-10fb29317ef4,An overhead view of rural highways in the southwest USA with a high density of buses and clear visibility despite rainy weather; the pavement is red-brown and a red Ford F150 truck is visible among the vehicles.,f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/6626a1d1-d540-4b05-860e-10fb29317ef4_flux_1789425898.png,rural highways,rainy,clear,buses,high density of vehicles,southwest USA,red-brown,one truck (Ford F150),red,varied colors,overhead,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
9b8ff706-f383-4739-aebc-2c89d4fe9086,"An urban highway in the southeast USA with red-brown pavement, rainy and hazy weather, moderate number of buses and varied colored vehicles, one white Ford F150 truck, and reduced visibility; a motorcycle is also visible at street level.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/9b8ff706-f383-4739-aebc-2c89d4fe9086_flux_1789425259.png,urban highways,rainy,hazy,buses,moderate number of vehicles,southeast USA,red-brown,one truck (Ford F150),white,varied colors,street-level,motorcycle,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
d319328c-ddeb-433a-91ff-9755b84edb79,"An overhead view of an urban highway in the southwest USA with active precipitation from rainy weather, featuring very few vehicles of varied colors and one gray Ford F150 truck, all set against a gray pavement environment.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/d319328c-ddeb-433a-91ff-9755b84edb79_flux_1789426153.png,urban highways,rainy,active precipitation,SUVs,very few vehicles,southwest USA,gray,one truck (Ford F150),gray,varied colors,overhead,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
27b8895a-4259-47c7-919e-672d3123c1a5,"A rural highway in the southeast USA with red-brown pavement and snowy weather has very few vehicles, including varied colored buses and one white Ford F150 truck at street level.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/27b8895a-4259-47c7-919e-672d3123c1a5_flux_1789423143.png,rural highways,snowy,clear,buses,very few vehicles,southeast USA,red-brown,one truck (Ford F150),white,varied colors,street-level,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
22a57011-7b71-461f-8f20-827d32351d77,"A sunny day with clear visibility on rural highways in the southeast USA, featuring a street-level view of moderate number of varied-colored SUVs and one black Ford F150 truck, all driving on gray pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/22a57011-7b71-461f-8f20-827d32351d77_flux_1789425267.png,rural highways,sunny,clear,SUVs,moderate number of vehicles,southeast USA,gray,one truck (Ford F150),black,varied colors,street-level,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
56a2424e-b977-4f4d-8a55-dbed9ba39b76,"A rural highway in the southwest USA with sunny and clear conditions, featuring gray pavement and very few vehicles of varied colors, including an SUV and one gray Ford F150 truck, while a bus is the primary object of interest from a street-level perspective.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/56a2424e-b977-4f4d-8a55-dbed9ba39b76_flux_1789426091.png,rural highways,sunny,clear,SUVs,very few vehicles,southwest USA,gray,one truck (Ford F150),gray,varied colors,street-level,bus,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
94568d0e-dbee-4053-b823-96da4de2ab61,"An overhead view of a rural highway in the southeast USA with a foggy weather condition and hazy visibility, featuring very few vehicles including one white Ford F150 truck, while other vehicles have varied colors.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/94568d0e-dbee-4053-b823-96da4de2ab61_flux_1789424480.png,rural highways,foggy,hazy,trucks (Ford F150),very few vehicles,southeast USA,gray,one truck (Ford F150),white,varied colors,overhead,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
451141ad-4f85-49c9-bb1f-9ae5b2cf30bf,A rural highway in the southeast USA with gray pavement and snowy weather has a moderate number of buses and one black Ford F150 truck driving on it; the street-level view shows clear visibility and varied bus colors with a motorcycle also present.,f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/451141ad-4f85-49c9-bb1f-9ae5b2cf30bf_flux_1789423886.png,rural highways,snowy,clear,buses,moderate number of vehicles,southeast USA,gray,one truck (Ford F150),black,varied colors,street-level,motorcycle,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
c2336dfd-24d4-4d0c-8bfb-1b380a40dc67,"An overhead view of a foggy urban highway in the northeast USA with active precipitation, featuring a moderate number of vehicles including varied colored cars and one red Ford F150 truck, and a bus visible in the scene on a red-brown pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/c2336dfd-24d4-4d0c-8bfb-1b380a40dc67_flux_1789426289.png,urban highways,foggy,active precipitation,trucks (Ford F150),moderate number of vehicles,northeast USA,red-brown,one truck (Ford F150),red,varied colors,overhead,bus,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
289475ae-05e7-4943-b884-d2089f68a298,"An overhead view of rural highways in the northeast USA with a foggy weather condition resulting in hazy visibility; there is a moderate number of sedans and one black Ford F150 truck, with varied vehicle colors present.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/289475ae-05e7-4943-b884-d2089f68a298_flux_1789424278.png,rural highways,foggy,hazy,sedans,moderate number of vehicles,northeast USA,gray,one truck (Ford F150),black,varied colors,overhead,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
424a56f1-066d-48db-9680-1792db9f764f,"An urban highway in the southwest USA with a high density of sedans and varied vehicle colors, the scene is rainy and hazy with gray pavement, one red Ford F150 truck visible, and the perspective is from street level focusing on the cars.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/424a56f1-066d-48db-9680-1792db9f764f_flux_1789426685.png,urban highways,rainy,hazy,sedans,high density of vehicles,southwest USA,gray,one truck (Ford F150),red,varied colors,street-level,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
355d77a4-971a-454c-9296-29640c4dd941,"An overhead view of a sunny urban highway in the northeast USA with clear visibility, featuring a moderate number of motorcycles in varied colors and one black Ford F150 truck, set against a red-brown pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/355d77a4-971a-454c-9296-29640c4dd941_flux_1789425549.png,urban highways,sunny,clear,motorcycles,moderate number of vehicles,northeast USA,red-brown,one truck (Ford F150),black,varied colors,overhead,motorcycle,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
d0e58474-8623-4c93-be01-428dc8d159a0,"An overhead view of a rural highway in the southwest USA with a high density of buses and varied vehicle colors under sunny but hazy conditions, featuring a black Ford F150 truck, and red-brown pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/d0e58474-8623-4c93-be01-428dc8d159a0_flux_1789422682.png,rural highways,sunny,hazy,buses,high density of vehicles,southwest USA,red-brown,one truck (Ford F150),black,varied colors,overhead,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
744df57d-6f47-4a3b-ab98-0368acd695ae,"A rural highway in the southwest USA with a snowy, hazy environment; street-level view shows red-brown pavement and a moderate number of motorcycles of varied colors, one gray Ford F150 truck, and the road conditions are challenging due to snow and haze.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/744df57d-6f47-4a3b-ab98-0368acd695ae_flux_1789425943.png,rural highways,snowy,hazy,motorcycles,moderate number of vehicles,southwest USA,red-brown,one truck (Ford F150),gray,varied colors,street-level,motorcycle,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
64be0dfe-ad31-4c0d-8ab7-c2c6bd4dcda1,"An overhead view of rural highways in the southeast USA during rainy weather with active precipitation, showing moderate number of vehicles including varied colored cars and one gray Ford F150 truck on red-brown pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/64be0dfe-ad31-4c0d-8ab7-c2c6bd4dcda1_flux_1789423720.png,rural highways,rainy,active precipitation,trucks (Ford F150),moderate number of vehicles,southeast USA,red-brown,one truck (Ford F150),gray,varied colors,overhead,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
391783d5-a910-4862-8bfc-2a67ab8e4104,"An urban highway in the northeast USA with active precipitation and gray Ford F150 truck among varied colored vehicles on red-brown pavement, viewed from street level, featuring one motorcycle as a point of interest during moderate traffic conditions.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/391783d5-a910-4862-8bfc-2a67ab8e4104_flux_1789424940.png,urban highways,rainy,active precipitation,trucks (Ford F150),moderate number of vehicles,northeast USA,red-brown,one truck (Ford F150),gray,varied colors,street-level,motorcycle,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
7fccdf9c-c90a-48f9-9ca0-6dd73947e992,"A street-level view of an urban highway in the southwest USA with a sunny but hazy sky, red-brown pavement, and very few vehicles including one blue Ford F150 truck; other vehicles have varied colors.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/7fccdf9c-c90a-48f9-9ca0-6dd73947e992_flux_1789425939.png,urban highways,sunny,hazy,trucks (Ford F150),very few vehicles,southwest USA,red-brown,one truck (Ford F150),blue,varied colors,street-level,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
8023b207-c575-40f7-a740-7ce442cc2416,"An overhead view of a sunny urban highway in the southeast USA with clear visibility, featuring a moderate number of motorcycles in varied colors and one blue Ford F150 truck, all行驶在灰色沥青路面上。",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/8023b207-c575-40f7-a740-7ce442cc2416_flux_1789423568.png,urban highways,sunny,clear,motorcycles,moderate number of vehicles,southeast USA,gray,one truck (Ford F150),blue,varied colors,overhead,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
c56a9f41-aa90-4e91-ba80-65d41d5155a4,"An urban highway in the southeast USA with a snowy, hazy environment; very few vehicles present, including varied colored buses and one red Ford F150 truck, viewed from street level.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/c56a9f41-aa90-4e91-ba80-65d41d5155a4_flux_1789422850.png,urban highways,snowy,hazy,buses,very few vehicles,southeast USA,gray,one truck (Ford F150),red,varied colors,street-level,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
bb1f659b-188a-49c3-95aa-99a64c08e9f9,"A rural highway in the southwest USA with active precipitation and red-brown pavement has a high density of SUVs at street-level, including one blue Ford F150 truck, and varied vehicle colors; a motorcycle is also visible.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/bb1f659b-188a-49c3-95aa-99a64c08e9f9_flux_1789423481.png,rural highways,rainy,active precipitation,SUVs,high density of vehicles,southwest USA,red-brown,one truck (Ford F150),blue,varied colors,street-level,motorcycle,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
a31103ec-915c-42e5-a829-c044c1dbee1e,"An overhead view of a rainy urban highway in the northeast USA with active precipitation, featuring a high density of vehicles including various colors and one blue Ford F150 truck, set against a red-brown pavement environment.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/a31103ec-915c-42e5-a829-c044c1dbee1e_flux_1789422759.png,urban highways,rainy,active precipitation,trucks (Ford F150),high density of vehicles,northeast USA,red-brown,one truck (Ford F150),blue,varied colors,overhead,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
b51adfa2-ba9c-4cbd-95e7-7138e5480820,"An urban highway in the northeast USA with a sunny but hazy sky, featuring a street-level view of gray pavement and a moderate number of motorcycles in varied colors, one gray Ford F150 truck, and a bus standing out as the primary object of interest.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/b51adfa2-ba9c-4cbd-95e7-7138e5480820_flux_1789425614.png,urban highways,sunny,hazy,motorcycles,moderate number of vehicles,northeast USA,gray,one truck (Ford F150),gray,varied colors,street-level,bus,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
f6ab0816-3a3d-4852-9622-7a54aa009eef,"An overhead view of an urban highway in the southeast USA with gray pavement, foggy weather and active precipitation reducing visibility, very few sedans of varied colors present, and one black Ford F150 truck overhead.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/f6ab0816-3a3d-4852-9622-7a54aa009eef_flux_1789426330.png,urban highways,foggy,active precipitation,sedans,very few vehicles,southeast USA,gray,one truck (Ford F150),black,varied colors,overhead,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
bf3649a6-a172-4e00-bd44-0775f6eeaba3,"A sunny day with clear visibility on rural highways in the southeast USA, where red-brown paved roads are shared by a moderate number of buses and one white Ford F150 truck, the buses displaying varied colors.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/bf3649a6-a172-4e00-bd44-0775f6eeaba3_flux_1789426610.png,rural highways,sunny,clear,buses,moderate number of vehicles,southeast USA,red-brown,one truck (Ford F150),white,varied colors,street-level,bus,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
6edf6393-29ad-4b33-84c3-de3069d392b4,"A rural highway in the southwest USA with active precipitation, gray pavement, and varied-colored motorcycles moving at street level; one blue Ford F150 truck is also present, and in the scene, a bus stands out as the object of interest.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/6edf6393-29ad-4b33-84c3-de3069d392b4_flux_1789424842.png,rural highways,rainy,active precipitation,motorcycles,moderate number of vehicles,southwest USA,gray,one truck (Ford F150),blue,varied colors,street-level,bus,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
497b274c-7d83-4664-a222-2a4c61c6e7e8,"An overhead view of an urban highway in the southeast USA with red-brown pavement, showing rainy weather and clear visibility; very few vehicles are present, including one blue Ford F150 truck, while other vehicles have varied colors.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/497b274c-7d83-4664-a222-2a4c61c6e7e8_flux_1789425881.png,urban highways,rainy,clear,trucks (Ford F150),very few vehicles,southeast USA,red-brown,one truck (Ford F150),blue,varied colors,overhead,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
7cdde15a-d467-4e9a-880f-e6a1854e2fcb,A rural highway in the northeast USA with active precipitation and red-brown pavement has a high density of sedans and one gray Ford F150 truck driving under a street-level view.,f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/7cdde15a-d467-4e9a-880f-e6a1854e2fcb_flux_1789424912.png,rural highways,rainy,active precipitation,sedans,high density of vehicles,northeast USA,red-brown,one truck (Ford F150),gray,varied colors,street-level,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
71eca7b5-ca01-4b04-ad52-6de4c951ec6e,"An urban highway in the northeast USA with foggy weather and clear visibility, featuring a street-level view of a gray Ford F150 truck among very few vehicles of varied colors on a gray pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/71eca7b5-ca01-4b04-ad52-6de4c951ec6e_flux_1789426614.png,urban highways,foggy,clear,trucks (Ford F150),very few vehicles,northeast USA,gray,one truck (Ford F150),gray,varied colors,street-level,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
cd78edba-446e-48d6-827b-265baafae80d,"An urban highway in the northeast USA with a high density of SUVs and varied vehicle colors, photographed from street level during rainy weather with clear visibility, featuring one white Ford F150 truck among the vehicles on a red-brown pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/cd78edba-446e-48d6-827b-265baafae80d_flux_1789424319.png,urban highways,rainy,clear,SUVs,high density of vehicles,northeast USA,red-brown,one truck (Ford F150),white,varied colors,street-level,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
ead95c08-ea97-4aec-98ab-a927ce682011,"An overhead view of rural highways in the southwest USA with active snowy weather and high density of varied-colored SUVs, one white Ford F150 truck, and visible bus on gray pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/ead95c08-ea97-4aec-98ab-a927ce682011_flux_1789425832.png,rural highways,snowy,active precipitation,SUVs,high density of vehicles,southwest USA,gray,one truck (Ford F150),white,varied colors,overhead,bus,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
ada4c85b-4276-4ec6-b132-8996cd69590c,"An overhead view of a rural highway in the northeast USA during rainy weather with active precipitation, featuring a high density of vehicles including varied colored cars and one gray Ford F150 truck on red-brown pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/ada4c85b-4276-4ec6-b132-8996cd69590c_flux_1789424410.png,rural highways,rainy,active precipitation,trucks (Ford F150),high density of vehicles,northeast USA,red-brown,one truck (Ford F150),gray,varied colors,overhead,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
26ad01b8-488e-4d1f-b636-49012a44c1ad,"An overhead view of a rural highway in the northeast USA with gray pavement and rainy weather, offering clear visibility; very few vehicles are present, including one gray Ford F150 truck, while other vehicles have varied colors.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/26ad01b8-488e-4d1f-b636-49012a44c1ad_flux_1789424323.png,rural highways,rainy,clear,trucks (Ford F150),very few vehicles,northeast USA,gray,one truck (Ford F150),gray,varied colors,overhead,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
4c1cff4d-537b-4e84-9865-22a6c27a5f74,"An overhead view of a foggy urban highway in the northeast USA with active precipitation, featuring a moderate number of SUVs in varied colors and one blue Ford F150 truck, where the pavement has a red-brown color and the primary object of interest is a bus.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/4c1cff4d-537b-4e84-9865-22a6c27a5f74_flux_1789423564.png,urban highways,foggy,active precipitation,SUVs,moderate number of vehicles,northeast USA,red-brown,one truck (Ford F150),blue,varied colors,overhead,bus,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
763a0070-dafb-4ccb-9ae7-2b2a1acfa942,"An urban highway in the southwest USA with red-brown pavement, snowy and hazy conditions, features very few varied-colored SUVs and one white Ford F150 truck, viewed from street level.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/763a0070-dafb-4ccb-9ae7-2b2a1acfa942_flux_1789423506.png,urban highways,snowy,hazy,SUVs,very few vehicles,southwest USA,red-brown,one truck (Ford F150),white,varied colors,street-level,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
5b32b045-7f8b-485b-b3f1-4f7ecb7759d8,"A rural highway in the northeast USA with sunny and clear conditions, featuring a street-level view of moderate number of vehicles including one red Ford F150 truck on a red-brown pavement, and various colored cars passing by.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/5b32b045-7f8b-485b-b3f1-4f7ecb7759d8_flux_1789423638.png,rural highways,sunny,clear,trucks (Ford F150),moderate number of vehicles,northeast USA,red-brown,one truck (Ford F150),red,varied colors,street-level,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
3c5bc811-192c-4013-915b-446391dac670,"An overhead view of a rural highway in the southwest USA with foggy weather and clear visibility, featuring a gray pavement, very few vehicles of varied colors, and one white Ford F150 truck, with the primary focus on a car in the scene.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/3c5bc811-192c-4013-915b-446391dac670_flux_1789425692.png,rural highways,foggy,clear,trucks (Ford F150),very few vehicles,southwest USA,gray,one truck (Ford F150),white,varied colors,overhead,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
edf00898-f0c4-453a-8419-0b6e0ee6c25d,"An urban highway in the southeast USA with a rainy, hazy environment; the street-level view shows a gray pavement and very few varied-colored sedans, while a red Ford F150 truck is the primary focus of the scene.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/edf00898-f0c4-453a-8419-0b6e0ee6c25d_flux_1789424850.png,urban highways,rainy,hazy,sedans,very few vehicles,southeast USA,gray,one truck (Ford F150),red,varied colors,street-level,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
1d508cba-8808-4336-98f3-bd7480e27cb6,"An overhead view of a rainy urban highway in the southeast USA with a high density of vehicles and one black Ford F150 truck, the pavement is gray and visibility is clear despite the rain, cars are of varied colors densely packed on the road.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/1d508cba-8808-4336-98f3-bd7480e27cb6_flux_1789423931.png,urban highways,rainy,clear,trucks (Ford F150),high density of vehicles,southeast USA,gray,one truck (Ford F150),black,varied colors,overhead,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
dcbd4419-e70c-42c7-889d-efdeeae0dbba,"An urban highway in the southwest USA with a snowy but clear environment, featuring a moderate number of varied-colored SUVs and one blue Ford F150 truck, where the street-level view highlights red-brown pavement and a bus as the object of interest.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/dcbd4419-e70c-42c7-889d-efdeeae0dbba_flux_1789424530.png,urban highways,snowy,clear,SUVs,moderate number of vehicles,southwest USA,red-brown,one truck (Ford F150),blue,varied colors,street-level,bus,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
8427b4a5-e774-4c13-9ab9-dfb7569e4299,"An overhead view of foggy urban highways in the northeast USA with a high density of SUVs and varied vehicle colors, a blue Ford F150 truck, and red-brown pavement stretching into the distance.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/8427b4a5-e774-4c13-9ab9-dfb7569e4299_flux_1789423613.png,urban highways,foggy,clear,SUVs,high density of vehicles,northeast USA,red-brown,one truck (Ford F150),blue,varied colors,overhead,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
ad0b99a4-d6dc-4f25-817c-65670c6a2e70,"An overhead view of rural highways in the northeast USA with a snowy, clear weather condition; a high density of motorcycles and one gray Ford F150 truck on a red-brown pavement, showcasing varied motorcycle colors.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/ad0b99a4-d6dc-4f25-817c-65670c6a2e70_flux_1789426042.png,rural highways,snowy,clear,motorcycles,high density of vehicles,northeast USA,red-brown,one truck (Ford F150),gray,varied colors,overhead,motorcycle,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
